"ID","SPECIES","x","y","dbh"
824,CO,276.1,154.5,4.1
825,CO,279.8,155.7,4.8
826,RO,228.6,76.2,20
827,CO,280.7,153.2,4.9
828,CO,280.9,149.7,5.6
829,RO,282.2,148.7,6.7
830,CO,282.5,147.8,6.4
831,CO,283.5,149.7,5.7
832,RO,281.6,153.0,14.1
833,CO,281.3,156.1,12.0
834,RO,285.0,155.3,4.3
835,RO,283.8,152.2,3.5
836,CO,284.2,153.3,36.4
837,RO,285.9,153.5,5.9
838,CO,287.4,156.7,4.3
839,RO,228.6,76.2,20
840,CO,288.9,155.4,20
841,CO,228.6,76.2,20
842,RO,289.9,154.8,4.7
843,RO,292.9,154.2,5.2
844,CO,295.5,153.5,13.7
845,CO,295.7,152.1,12.7
846,CO,295.7,151.5,7.6
847,CO,293.2,153.3,40.7
848,RO,288.3,151.8,6.0
849,CO,288.5,151.0,30.4
850,CO,288.9,150.9,6.7
851,CO,288.9,150.6,10.6
852,CO,288.0,147.8,29.1
853,CO,292.6,143.6,8.0
854,RO,295.7,148.7,37.6
855,RO,295.3,148.7,36.5
856,CO,293.2,143.3,34.2
857,CO,292.6,143.6,11.0
858,CO,303.0,132.7,27.1
859,RO,302.1,131.4,18.5
860,CO,228.6,76.2,45.7
861,RO,228.6,76.2,9.9
862,RO,228.6,76.2,7.3
863,RO,290.8,77.7,49.1
864,CO,287.3,78.9,38.8
865,CO,272.0,83.7,11.2
866,CO,270.8,79.6,4.2
867,RO,269.4,78.6,23.3
868,CO,268.1,81.8,10.2
869,CO,257.1,79.4,15.0
870,RO,252.7,79.9,3.8
871,RO,252.1,80.8,3.3
872,RO,233.5,80.8,34.2
873,CO,240.0,125.9,45.4
874,CO,261.5,113.7,37.9
875,RO,267.8,114.6,9.5
876,RO,261.5,135.8,3.1
877,CO,285.0,130.1,3.0
878,RO,228.6,76.2,4.0
879,RO,245.1,153.5,4.8
880,CO,267.3,102.4,20
881,RO,16.2,158.0,55.7
882,RO,32.3,162.4,55.0
883,RO,33.7,161.9,57.1
884,RO,44.2,170.1,57.8
885,RO,53.0,153.7,57.9
886,RO,59.9,154.6,47.7
887,RO,60.7,153.5,49.5
888,RO,69.8,160.1,46.3
889,RO,73.8,171.0,43.3
890,RO,64.8,173.5,38.2
891,RO,61.3,184.9,44.0
892,RO,54.3,185.7,39.6
893,RO,45.4,186.4,38.1
894,WO,43.3,180.3,30.8
895,RO,36.3,185.8,36.9
896,RO,32.6,190.6,60.2
897,RO,30.2,191.3,47.9
898,RO,27.4,181.8,51.4
899,RO,28.6,165.1,62.3
900,RO,15.8,174.7,66.2
901,RO,2.0,167.5,58.8
902,RO,10.4,184.4,50.2
903,RO,20.4,187.4,42.1
904,RO,20.4,187.4,38.4
905,RO,26.1,195.1,20
906,CO,28.0,198.9,37.0
907,RO,38.7,196.0,37.5
908,RO,36.1,198.4,51.4
909,RO,50.7,194.8,59.3
910,RO,58.8,190.4,40.8
911,RO,58.8,189.9,38.2
912,RO,64.3,189.1,40.2
913,RO,65.1,189.1,48.6
914,RO,69.1,185.2,44.9
915,RO,68.9,192.7,34.2
916,RO,67.1,196.3,48.9
917,RO,67.1,196.3,34.2
918,RO,64.6,196.6,45.3
919,RO,70.1,202.7,86.1
920,RO,58.4,207.3,48.5
921,RO,51.5,202.4,49.2
922,RO,51.5,202.4,36.8
923,RO,44.2,203.0,49.7
924,RO,30.2,210.6,29.5
925,RO,18.0,198.7,50.3
926,RO,14.6,198.7,47.5
927,RO,9.8,192.0,47.9
928,RO,11.3,203.0,62.7
929,RO,11.6,203.0,47.7
930,RO,10.7,205.4,39.7
931,RO,12.2,212.7,49.1
932,RO,13.4,213.3,37.0
933,RO,12.8,213.0,45.3
934,RO,12.5,213.3,49.8
935,RO,15.2,224.0,53.2
936,RO,35.1,218.2,50.7
937,RO,44.2,226.8,42.2
938,RO,45.1,226.9,35.6
939,RO,47.5,226.5,53.4
940,RO,63.7,226.2,34.3
941,RO,65.2,223.1,40.0
942,RO,66.1,224.6,51.6
943,RO,65.8,219.1,63.5
944,RO,66.1,210.0,23.2
945,RO,56.1,220.1,36.1
946,RO,55.5,219.8,42.8
947,RO,55.2,220.7,43.3
948,RO,57.0,210.9,35.6
949,RO,51.5,218.5,42.9
950,RO,45.1,214.6,30.3
951,RO,37.2,173.4,20
952,RO,86.1,223.6,47.9
953,RO,90.4,221.6,47.1
954,CO,89.6,214.0,31.1
955,RO,78.5,220.2,50.6
956,RO,80.2,208.6,45.0
957,RO,82.0,191.3,44.2
958,RO,82.7,192.5,55.8
959,RO,88.7,207.9,56.3
960,RO,98.9,209.5,70.9
961,RO,98.1,219.8,46.0
962,RO,97.1,220.1,62.4
963,RO,99.4,213.8,34.1
964,RO,99.4,213.3,42.1
965,RO,85.9,186.1,40.3
966,RO,82.4,177.4,54.5
967,RO,77.3,176.0,48.1
968,CO,80.9,163.5,44.5
969,RO,92.7,159.6,57.8
970,RO,102.3,173.7,56.6
971,RO,110.6,165.5,34.5
972,RO,110.9,168.9,46.5
973,RO,112.2,189.9,53.4
974,RO,112.5,189.3,64.6
975,RO,119.2,195.1,55.3
976,RO,119.6,195.4,53.8
977,RO,110.9,203.7,49.8
978,RO,110.5,203.3,36.8
979,RO,113.4,204.7,42.0
980,RO,108.2,214.0,62.0
981,RO,107.3,213.8,39.3
982,RO,107.7,223.9,51.1
983,BO,114.4,226.3,49.8
984,RO,115.2,224.8,62.5
985,RO,129.7,217.1,43.1
986,RO,132.9,218.4,39.1
987,RO,134.7,218.2,38.0
988,RO,139.9,224.6,39.5
989,RO,140.7,224.2,53.9
990,RO,149.6,227.7,39.3
991,RO,149.6,227.4,26.5
992,RO,142.9,217.9,46.8
993,RO,143.7,210.6,51.3
994,RO,142.0,210.0,56.6
995,RO,142.0,209.2,40.5
996,RO,140.0,210.5,42.9
997,RO,140.2,205.1,50.2
998,RO,127.4,202.1,59.2
999,RO,128.0,194.9,50.9
1000,RO,129.5,187.3,41.8
1001,RO,124.7,189.3,43.2
1002,RO,124.7,187.0,40.5
1003,RO,101.5,190.5,42.3
1004,RO,101.0,190.5,46.3
1005,BO,118.3,173.7,48.0
1006,RO,134.1,180.0,51.0
1007,RO,143.6,184.5,76.8
1008,RO,145.2,185.0,41.4
1009,RO,144.8,183.6,51.0
1010,RO,143.6,183.6,42.5
1011,WO,143.6,178.5,17.1
1012,RO,138.4,175.1,40.8
1013,RO,135.5,168.2,53.0
1014,RO,131.1,165.2,36.6
1015,WO,121.8,164.7,42.3
1016,WO,120.4,165.2,40.8
1017,RO,118.1,165.5,49.7
1018,RO,118.9,155.0,61.8
1019,RO,146.4,161.7,46.5
1020,BO,150.4,153.5,37.7
1021,RO,151.0,167.3,44.0
1022,BO,143.9,168.2,44.3
1023,BO,143.7,169.0,39.9
1024,RO,138.7,152.4,45.1
1025,RO,79.4,157.6,49.0
1026,RO,109.1,153.6,43.7
1027,RO,105.5,152.4,45.7
1028,RO,154.2,170.7,36.4
1029,RO,163.4,156.1,76.3
1030,RO,167.5,158.8,56.2
1031,BO,174.0,163.4,37.6
1032,BO,174.0,162.5,30.1
1033,RO,168.6,169.9,39.9
1034,RO,168.1,170.1,38.0
1035,RO,167.9,168.9,32.2
1036,RO,185.9,160.5,34.9
1037,RO,187.1,156.4,36.1
1038,BO,181.5,154.1,41.6
1039,RO,193.5,162.5,44.7
1040,RO,190.8,168.7,53.5
1041,CO,212.3,153.9,37.2
1042,CO,215.5,155.4,35.5
1043,CO,218.4,157.0,28.0
1044,CO,219.5,160.0,32.5
1045,RO,221.3,168.2,39.4
1046,CO,226.0,157.0,47.3
1047,RO,221.0,168.9,59.7
1048,CO,218.8,177.4,24.4
1049,RO,213.7,178.5,36.7
1050,CO,220.4,180.7,35.9
1051,RO,201.0,183.3,44.5
1052,RO,207.9,191.7,35.8
1053,RO,204.1,194.8,59.3
1054,RO,198.3,192.0,45.5
1055,RO,192.9,199.0,67.3
1056,RO,190.2,192.3,30.1
1057,RO,195.1,183.0,42.2
1058,BO,184.3,175.7,35.3
1059,RO,182.1,168.1,39.6
1060,RO,178.8,168.9,39.0
1061,RO,173.9,176.0,45.9
1062,RO,170.1,176.0,51.0
1063,RO,158.6,181.7,53.3
1064,RO,158.5,185.6,39.5
1065,RO,154.2,184.6,41.4
1066,RO,154.5,184.9,35.3
1067,RO,155.3,194.6,36.8
1068,RO,158.6,195.1,52.7
1069,RO,159.7,195.1,57.9
1070,RO,167.3,194.0,28.1
1071,RO,166.9,189.1,23.9
1072,RO,173.7,181.7,45.8
1073,RO,177.8,180.6,29.6
1074,RO,178.0,179.7,44.9
1075,RO,183.2,181.4,41.0
1076,RO,179.7,184.9,31.1
1077,RO,175.7,191.7,65.4
1078,RO,156.2,201.8,38.6
1079,RO,155.6,201.0,26.7
1080,RO,160.6,206.0,44.8
1081,RO,157.3,207.7,34.2
1082,RO,157.3,208.2,38.1
1083,RO,163.4,204.7,34.0
1084,RO,162.0,211.7,33.0
1085,RO,161.8,216.4,56.8
1086,RO,169.5,208.8,43.4
1087,RO,168.9,207.1,28.6
1088,RO,169.0,206.8,32.7
1089,RO,169.5,202.5,45.9
1090,RO,177.5,214.4,64.5
1091,RO,179.1,208.0,20
1092,RO,182.3,210.8,40.5
1093,RO,187.1,210.3,40.0
1094,RO,190.5,207.9,44.0
1095,RO,187.5,203.9,33.9
1096,RO,187.5,203.3,40.9
1097,RO,199.0,205.4,28.2
1098,RO,198.7,205.4,30.9
1099,RO,207.0,208.3,48.1
1100,CO,215.5,193.5,20.8
1101,RO,216.6,196.3,21.0
1102,RO,217.2,201.8,22.4
1103,CO,215.8,200.9,23.7
1104,RO,212.6,201.3,24.1
1105,RO,224.3,209.5,37.5
1106,RO,222.8,215.2,42.6
1107,RO,221.6,223.4,34.3
1108,RO,215.5,223.3,39.1
1109,RO,218.4,220.1,42.5
1110,RO,209.7,224.9,45.7
1111,RO,209.1,225.1,29.3
1112,RO,210.8,212.4,54.5
1113,RO,210.9,217.6,40.8
1114,RO,196.6,218.2,43.8
1115,RO,196.3,218.2,42.7
1116,RO,190.2,222.8,32.7
1117,RO,193.4,212.7,55.9
1118,RO,186.2,216.4,45.6
1119,RO,187.8,222.5,42.0
1120,RO,167.3,225.7,57.7
1121,RO,167.3,220.1,41.2
1122,RO,169.6,220.1,38.6
1123,RO,171.0,218.1,36.8
1124,RO,222.8,180.7,40.3
1125,RO,223.9,196.9,20
1126,RO,234.8,222.5,39.1
1127,RO,247.5,224.9,48.9
1128,CO,258.2,221.1,38.5
1129,CO,256.0,216.4,32.5
1130,RO,260.9,215.2,59.5
1131,RO,269.0,219.8,27.8
1132,RO,266.7,221.1,21.7
1133,RO,282.7,216.7,13.6
1134,RO,276.8,214.9,48.3
1135,RO,276.5,215.3,41.4
1136,RO,281.3,213.1,13.2
1137,RO,290.8,219.8,33.5
1138,CO,296.3,215.8,5.7
1139,RO,300.2,221.9,3.6
1140,CO,302.7,219.5,35.9
1141,RO,303.9,217.0,46.0
1142,CO,302.1,215.5,43.9
1143,CO,296.3,206.3,35.4
1144,RO,296.0,207.9,4.7
1145,RO,296.6,204.5,6.5
1146,RO,300.1,201.8,39.8
1147,RO,303.3,199.0,8.0
1148,RO,291.4,211.8,48.9
1149,CO,290.5,206.7,47.5
1150,CO,303.0,198.3,29.2
1151,RO,291.7,205.7,7.9
1152,RO,298.7,198.4,32.9
1153,RO,289.3,206.3,6.0
1154,RO,279.0,208.9,37.5
1155,CO,298.7,195.1,42.2
1156,CO,276.8,207.6,18.5
1157,CO,293.5,197.5,46.1
1158,RO,272.3,210.3,34.2
1159,RO,270.4,204.8,53.3
1160,RO,263.3,211.5,13.8
1161,CO,261.2,207.6,30.3
1162,CO,285.6,195.8,40.3
1163,RO,284.1,189.3,34.8
1164,RO,228.6,152.4,20
1165,RO,276.1,184.4,38.5
1166,RO,272.9,198.1,26.3
1167,CO,258.5,192.0,27.8
1168,RO,258.8,191.1,35.2
1169,RO,275.5,190.8,20
1170,SWO,266.4,192.9,42.2
1171,RO,264.6,197.8,23.1
1172,CO,270.4,192.9,20
1173,RO,269.1,196.0,24.1
1174,RO,272.5,192.9,6.8
1175,RO,280.7,186.8,20
1176,RO,278.9,186.2,7.0
1177,RO,272.2,190.0,8.6
1178,CO,279.5,183.8,38.3
1179,CO,274.6,186.8,35.3
1180,RO,285.0,179.7,29.0
1181,CO,276.1,181.4,9.1
1182,RO,290.5,179.5,20
1183,RO,290.3,179.5,13.6
1184,RO,294.9,187.5,4.7
1185,CO,281.6,176.2,11.2
1186,RO,292.0,188.4,5.0
1187,CO,281.5,175.6,20.3
1188,CO,294.1,190.5,32.9
1189,CO,289.3,176.2,9.1
1190,CO,296.3,188.4,6.0
1191,CO,296.0,187.8,41.9
1192,CO,290.5,175.6,30.9
1193,RO,296.9,187.5,5.6
1194,RO,296.3,187.1,9.8
1195,RO,292.9,178.9,10.5
1196,CO,298.4,184.4,20
1197,RO,294.7,176.5,11.0
1198,CO,303.3,188.7,12.0
1199,CO,296.6,175.9,38.8
1200,RO,303.3,192.0,11.8
1201,CO,301.1,193.9,13.5
1202,RO,300.1,175.9,10.1
1203,RO,303.6,185.6,13.3
1204,CO,302.4,181.5,9.4
1205,CO,303.6,171.3,24.6
1206,RO,228.6,152.4,6.9
1207,RO,228.6,152.4,20
1208,RO,303.3,170.1,9.8
1209,CO,301.7,171.9,7.3
1210,CO,298.9,170.2,8.7
1211,CO,299.0,170.1,16.5
1212,RO,299.6,171.9,8.8
1213,CO,295.3,170.1,20
1214,CO,295.7,168.9,7.8
1215,CO,295.8,168.7,22.8
1216,CO,303.6,167.0,30.7
1217,RO,302.1,163.7,7.5
1218,CO,298.9,163.8,30.8
1219,RO,228.6,152.4,5.9
1220,CO,301.3,158.0,20
1221,CO,300.8,158.0,13.6
1222,CO,301.1,157.3,11.2
1223,CO,300.7,155.3,38.8
1224,RO,297.2,154.8,13.0
1225,CO,295.7,159.0,10.5
1226,CO,295.5,159.1,10.8
1227,CO,293.5,158.5,30.1
1228,RO,291.8,158.5,6.5
1229,RO,293.5,162.8,10.1
1230,RO,293.2,162.8,6.0
1231,RO,292.0,159.7,8.5
1232,CO,291.4,164.6,26.7
1233,CO,294.1,166.9,6.8
1234,CO,294.1,167.0,7.0
1235,CO,294.0,167.2,33.1
1236,CO,293.8,167.0,7.2
1237,CO,288.8,168.2,28.1
1238,RO,288.8,153.5,12.3
1239,RO,288.9,153.3,11.3
1240,RO,289.1,153.6,20
1241,CO,288.3,156.7,3.4
1242,RO,285.3,156.1,20.4
1243,CO,285.9,157.7,20
1244,RO,281.8,154.8,10.7
1245,RO,284.7,156.1,20
1246,RO,286.5,159.6,12.5
1247,CO,285.4,232.6,20
1248,RO,265.9,155.1,9.1
1249,CO,279.5,155.1,30.5
1250,RO,276.1,153.0,11.2
1251,RO,270.8,153.3,6.3
1252,RO,270.8,153.6,8.3
1253,RO,269.1,154.2,4.8
1254,CO,272.3,154.8,36.8
1255,CO,274.9,160.5,12.5
1256,CO,274.9,160.6,20
1257,CO,282.9,164.6,27.2
1258,RO,283.8,164.6,8.2
1259,RO,279.7,157.7,8.7
1260,RO,286.2,162.2,4.9
1261,RO,286.2,164.6,9.2
1262,CO,286.8,168.9,6.4
1263,RO,286.8,169.8,5.4
1264,CO,290.2,168.9,18.7
1265,CO,292.6,169.5,20
1266,RO,284.5,171.9,6.8
1267,CO,284.4,169.8,30.0
1268,RO,283.5,175.3,8.2
1269,CO,280.9,174.3,11.0
1270,RO,274.6,181.4,10.2
1271,CO,268.8,181.0,32.5
1272,RO,267.6,183.5,6.9
1273,RO,270.1,187.1,8.8
1274,RO,269.7,190.5,5.8
1275,CO,262.7,183.5,32.6
1276,CO,260.5,181.0,38.8
1277,RO,263.7,180.9,6.8
1278,RO,264.3,178.6,5.9
1279,CO,273.4,174.3,7.5
1280,CO,275.5,173.0,4.0
1281,RO,275.4,169.8,10.8
1282,CO,275.4,166.1,38.3
1283,CO,272.8,161.5,7.5
1284,CO,274.6,160.5,20
1285,CO,271.6,164.9,30.8
1286,CO,266.4,157.3,10.3
1287,CO,269.9,168.2,37.9
1288,RO,269.7,170.1,10.2
1289,RO,267.0,169.8,6.5
1290,RO,267.3,167.3,4.0
1291,CO,266.1,164.0,36.2
1292,CO,260.6,168.2,54.6
1293,CO,258.5,157.0,20
1294,CO,257.7,160.3,5.9
1295,CO,257.6,160.3,6.9
1296,RO,246.6,155.1,57.5
1297,RO,240.8,153.2,52.0
1298,RO,232.4,158.5,53.9
1299,RO,229.5,162.3,51.0
1300,RO,293.2,153.0,11.3
1301,CO,232.0,178.9,40.1
1302,CO,232.3,178.3,36.1
1303,RO,235.0,175.4,46.5
1304,RO,240.8,174.6,48.5
1305,RO,240.8,174.3,39.9
1306,CO,248.7,171.9,24.7
1307,CO,248.6,171.8,4.0
1308,CO,252.4,161.8,47.4
1309,O,228.6,152.4,20
1310,RO,255.7,166.9,30.9
1311,CO,264.0,171.9,34.5
1312,RO,252.1,180.0,44.3
1313,CO,245.4,181.2,39.3
1314,RO,245.7,185.0,54.9
1315,CO,241.1,185.0,36.7
1316,RO,238.4,181.5,44.5
1317,RO,235.2,196.6,59.2
1318,RO,235.6,197.4,64.4
1319,RO,235.9,196.9,57.6
1320,RO,235.9,201.0,51.5
1321,CO,295.5,152.6,3.8
1322,RO,249.3,197.5,16.5
1323,CO,251.8,192.0,23.6
1324,CO,241.1,215.2,44.7
1325,RO,229.2,214.9,59.4
1326,RO,297.6,192.0,20
1327,RO,285.3,203.8,5.9
1328,RO,285.9,203.8,6.8
1329,RO,292.3,200.4,8.7
1330,RO,292.3,200.6,9.1
1331,RO,291.1,195.7,13.2
1332,CO,287.7,193.5,4.0
1333,CO,284.7,190.7,5.5
1334,CO,284.7,190.8,4.9
1335,sm,4.0,17.8,24.8
1336,sm,29.0,17.8,24.8
1337,sm,54.0,17.8,24.8
1338,sm,4.0,42.8,24.8
1339,sm,29.0,42.8,24.8
1340,sm,54.0,42.8,24.8
1341,sm,4.0,67.8,24.8
1342,sm,29.0,67.8,24.8
1343,sm,54.0,67.8,24.8
1344,bg,9.4,3.0,7.6
1345,bg,34.4,3.0,7.6
1346,bg,59.4,3.0,7.6
1347,bg,9.4,28.0,7.6
1348,bg,34.4,28.0,7.6
1349,bg,59.4,28.0,7.6
1350,bg,9.4,53.0,7.6
1351,bg,34.4,53.0,7.6
1352,bg,59.4,53.0,7.6
1353,sm,4.4,23.3,20.1
1354,sm,29.4,23.3,20.1
1355,sm,54.4,23.3,20.1
1356,sm,4.4,48.3,20.1
1357,sm,29.4,48.3,20.1
1358,sm,54.4,48.3,20.1
1359,sm,4.4,73.3,20.1
1360,sm,29.4,73.3,20.1
1361,sm,54.4,73.3,20.1
1362,bg,3.0,23.3,7.4
1363,bg,28.0,23.3,7.4
1364,bg,53.0,23.3,7.4
1365,bg,3.0,48.3,7.4
1366,bg,28.0,48.3,7.4
1367,bg,53.0,48.3,7.4
1368,bg,3.0,73.3,7.4
1369,bg,28.0,73.3,7.4
1370,bg,53.0,73.3,7.4
1371,bg,1.2,21.8,19.4
1372,bg,26.2,21.8,19.4
1373,bg,51.2,21.8,19.4
1374,bg,1.2,46.8,19.4
1375,bg,26.2,46.8,19.4
1376,bg,51.2,46.8,19.4
1377,bg,1.2,71.8,19.4
1378,bg,26.2,71.8,19.4
1379,bg,51.2,71.8,19.4
1380,sh,6.4,15.2,17.0
1381,sh,31.4,15.2,17.0
1382,sh,56.4,15.2,17.0
1383,sh,6.4,40.2,17.0
1384,sh,31.4,40.2,17.0
1385,sh,56.4,40.2,17.0
1386,sh,6.4,65.2,17.0
1387,sh,31.4,65.2,17.0
1388,sh,56.4,65.2,17.0
1389,wa,3.0,16.0,10.4
1390,wa,28.0,16.0,10.4
1391,wa,53.0,16.0,10.4
1392,wa,3.0,41.0,10.4
1393,wa,28.0,41.0,10.4
1394,wa,53.0,41.0,10.4
1395,wa,3.0,66.0,10.4
1396,wa,28.0,66.0,10.4
1397,wa,53.0,66.0,10.4
1398,bb,4.9,12.6,13.5
1399,bb,29.9,12.6,13.5
1400,bb,54.9,12.6,13.5
1401,bb,4.9,37.6,13.5
1402,bb,29.9,37.6,13.5
1403,bb,54.9,37.6,13.5
1404,bb,4.9,62.6,13.5
1405,bb,29.9,62.6,13.5
1406,bb,54.9,62.6,13.5
1407,vp,1.5,9.6,3.8
1408,vp,26.5,9.6,3.8
1409,vp,51.5,9.6,3.8
1410,vp,1.5,34.6,3.8
1411,vp,26.5,34.6,3.8
1412,vp,51.5,34.6,3.8
1413,vp,1.5,59.6,3.8
1414,vp,26.5,59.6,3.8
1415,vp,51.5,59.6,3.8
1416,vp,0.2,9.4,3.0
1417,vp,25.2,9.4,3.0
1418,vp,50.2,9.4,3.0
1419,vp,0.2,34.4,3.0
1420,vp,25.2,34.4,3.0
1421,vp,50.2,34.4,3.0
1422,vp,0.2,59.4,3.0
1423,vp,25.2,59.4,3.0
1424,vp,50.2,59.4,3.0
1425,bb,0.0,9.4,6.5
1426,bb,25.0,9.4,6.5
1427,bb,50.0,9.4,6.5
1428,bb,0.0,34.4,6.5
1429,bb,25.0,34.4,6.5
1430,bb,50.0,34.4,6.5
1431,bb,0.0,59.4,6.5
1432,bb,25.0,59.4,6.5
1433,bb,50.0,59.4,6.5
1434,bg,1.8,6.1,7.0
1435,bg,26.8,6.1,7.0
1436,bg,51.8,6.1,7.0
1437,bg,1.8,31.1,7.0
1438,bg,26.8,31.1,7.0
1439,bg,51.8,31.1,7.0
1440,bg,1.8,56.1,7.0
1441,bg,26.8,56.1,7.0
1442,bg,51.8,56.1,7.0
1443,bb,5.8,6.4,7.4
1444,bb,30.8,6.4,7.4
1445,bb,55.8,6.4,7.4
1446,bb,5.8,31.4,7.4
1447,bb,30.8,31.4,7.4
1448,bb,55.8,31.4,7.4
1449,bb,5.8,56.4,7.4
1450,bb,30.8,56.4,7.4
1451,bb,55.8,56.4,7.4
1452,bg,4.6,4.6,6.1
1453,bg,29.6,4.6,6.1
1454,bg,54.6,4.6,6.1
1455,bg,4.6,29.6,6.1
1456,bg,29.6,29.6,6.1
1457,bg,54.6,29.6,6.1
1458,bg,4.6,54.6,6.1
1459,bg,29.6,54.6,6.1
1460,bg,54.6,54.6,6.1
1461,bg,5.2,3.0,6.9
1462,bg,30.2,3.0,6.9
1463,bg,55.2,3.0,6.9
1464,bg,5.2,28.0,6.9
1465,bg,30.2,28.0,6.9
1466,bg,55.2,28.0,6.9
1467,bg,5.2,53.0,6.9
1468,bg,30.2,53.0,6.9
1469,bg,55.2,53.0,6.9
1470,bg,7.3,4.3,9.4
1471,bg,32.3,4.3,9.4
1472,bg,57.3,4.3,9.4
1473,bg,7.3,29.3,9.4
1474,bg,32.3,29.3,9.4
1475,bg,57.3,29.3,9.4
1476,bg,7.3,54.3,9.4
1477,bg,32.3,54.3,9.4
1478,bg,57.3,54.3,9.4
1479,bg,8.8,1.4,5.8
1480,bg,33.8,1.4,5.8
1481,bg,58.8,1.4,5.8
1482,bg,8.8,26.4,5.8
1483,bg,33.8,26.4,5.8
1484,bg,58.8,26.4,5.8
1485,bg,8.8,51.4,5.8
1486,bg,33.8,51.4,5.8
1487,bg,58.8,51.4,5.8
1488,bg,7.6,1.5,10.0
1489,bg,32.6,1.5,10.0
1490,bg,57.6,1.5,10.0
1491,bg,7.6,26.5,10.0
1492,bg,32.6,26.5,10.0
1493,bg,57.6,26.5,10.0
1494,bg,7.6,51.5,10.0
1495,bg,32.6,51.5,10.0
1496,bg,57.6,51.5,10.0
1497,bg,18.9,24.4,6.5
1498,bg,43.9,24.4,6.5
1499,bg,68.9,24.4,6.5
1500,bg,18.9,49.4,6.5
1501,bg,43.9,49.4,6.5
1502,bg,68.9,49.4,6.5
1503,bg,18.9,74.4,6.5
1504,bg,43.9,74.4,6.5
1505,bg,68.9,74.4,6.5
1506,sm,12.2,8.2,5.0
1507,sm,37.2,8.2,5.0
1508,sm,62.2,8.2,5.0
1509,sm,12.2,33.2,5.0
1510,sm,37.2,33.2,5.0
1511,sm,62.2,33.2,5.0
1512,sm,12.2,58.2,5.0
1513,sm,37.2,58.2,5.0
1514,sm,62.2,58.2,5.0
1515,sm,13.3,0.3,7.9
1516,sm,38.3,0.3,7.9
1517,sm,63.3,0.3,7.9
1518,sm,13.3,25.3,7.9
1519,sm,38.3,25.3,7.9
1520,sm,63.3,25.3,7.9
1521,sm,13.3,50.3,7.9
1522,sm,38.3,50.3,7.9
1523,sm,63.3,50.3,7.9
1524,sm,12.8,4.0,4.0
1525,sm,37.8,4.0,4.0
1526,sm,62.8,4.0,4.0
1527,sm,12.8,29.0,4.0
1528,sm,37.8,29.0,4.0
1529,sm,62.8,29.0,4.0
1530,sm,12.8,54.0,4.0
1531,sm,37.8,54.0,4.0
1532,sm,62.8,54.0,4.0
1533,sm,17.4,4.3,10.5
1534,sm,42.4,4.3,10.5
1535,sm,67.4,4.3,10.5
1536,sm,17.4,29.3,10.5
1537,sm,42.4,29.3,10.5
1538,sm,67.4,29.3,10.5
1539,sm,17.4,54.3,10.5
1540,sm,42.4,54.3,10.5
1541,sm,67.4,54.3,10.5
1542,rm,14.5,5.8,7.2
1543,rm,39.5,5.8,7.2
1544,rm,64.5,5.8,7.2
1545,rm,14.5,30.8,7.2
1546,rm,39.5,30.8,7.2
1547,rm,64.5,30.8,7.2
1548,rm,14.5,55.8,7.2
1549,rm,39.5,55.8,7.2
1550,rm,64.5,55.8,7.2
1551,rm,20.0,7.6,14.0
1552,rm,45.0,7.6,14.0
1553,rm,70.0,7.6,14.0
1554,rm,20.0,32.6,14.0
1555,rm,45.0,32.6,14.0
1556,rm,70.0,32.6,14.0
1557,rm,20.0,57.6,14.0
1558,rm,45.0,57.6,14.0
1559,rm,70.0,57.6,14.0
1560,rm,9.4,7.5,8.7
1561,rm,34.4,7.5,8.7
1562,rm,59.4,7.5,8.7
1563,rm,9.4,32.5,8.7
1564,rm,34.4,32.5,8.7
1565,rm,59.4,32.5,8.7
1566,rm,9.4,57.5,8.7
1567,rm,34.4,57.5,8.7
1568,rm,59.4,57.5,8.7
1569,sm,21.2,20.7,13.3
1570,sm,46.2,20.7,13.3
1571,sm,71.2,20.7,13.3
1572,sm,21.2,45.7,13.3
1573,sm,46.2,45.7,13.3
1574,sm,71.2,45.7,13.3
1575,sm,21.2,70.7,13.3
1576,sm,46.2,70.7,13.3
1577,sm,71.2,70.7,13.3
1578,rm,9.7,7.0,13.6
1579,rm,34.7,7.0,13.6
1580,rm,59.7,7.0,13.6
1581,rm,9.7,32.0,13.6
1582,rm,34.7,32.0,13.6
1583,rm,59.7,32.0,13.6
1584,rm,9.7,57.0,13.6
1585,rm,34.7,57.0,13.6
1586,rm,59.7,57.0,13.6
1587,bg,21.3,24.4,3.0
1588,bg,46.3,24.4,3.0
1589,bg,71.3,24.4,3.0
1590,bg,21.3,49.4,3.0
1591,bg,46.3,49.4,3.0
1592,bg,71.3,49.4,3.0
1593,bg,21.3,74.4,3.0
1594,bg,46.3,74.4,3.0
1595,bg,71.3,74.4,3.0
1596,sm,7.8,11.7,5.5
1597,sm,32.8,11.7,5.5
1598,sm,57.8,11.7,5.5
1599,sm,7.8,36.7,5.5
1600,sm,32.8,36.7,5.5
1601,sm,57.8,36.7,5.5
1602,sm,7.8,61.7,5.5
1603,sm,32.8,61.7,5.5
1604,sm,57.8,61.7,5.5
1605,bg,9.4,14.5,20.4
1606,bg,34.4,14.5,20.4
1607,bg,59.4,14.5,20.4
1608,bg,9.4,39.5,20.4
1609,bg,34.4,39.5,20.4
1610,bg,59.4,39.5,20.4
1611,bg,9.4,64.5,20.4
1612,bg,34.4,64.5,20.4
