"ID","SPECIES","x","y","dbh"
220448,bg,81.66,78.8,14.8
220449,rm,81.56,80.88,13.9
220454,sh,90.51,90.54,14.7
220457,ro,86.02,84.55,39.7
220459,sm,86.05,81.04,6.3
220460,sm,86.32,83.25,8.2
220468,bg,90.52,73.37,10.5
220472,bb,82.56,72.03,17.8
220773,bg,82.84,74.24,14.5
220474,bg,79.67,73.7,13.8
220488,bb,80.92,86.36,22.1
220498,rm,78.35,87.55,9.1
220504,bg,72.0,72.53,11.6
220505,bg,79.25,81.72,10.4
220506,bg,73.26,89.91,8.3
220508,bg,72.58,79.05,9.7
220509,bg,80.45,80.13,5
220510,bg,80.86,83.57,5.8
220511,bg,72.55,82.84,7.6
220512,rm,77.38,84.63,5.6
220514,bg,78.63,73.55,3.5
220516,bg,81.86,85.5,4.5
220517,rm,81.66,80.62,3.6
220601,ro,97.91,88.84,42.2
220608,rm,96.95,74.52,32.8
220640,ro,100.98,72.6,39.7
220645,ro,106.86,77.4,63
220647,ro,105.26,78.51,31.9
220648,bg,106.66,78.8,14.8
220649,rm,106.56,80.88,13.9
220654,sh,115.51,90.54,14.7
220657,ro,112.02,84.55,39.7
220659,sm,112.05,81.04,6.3
220660,sm,112.32,83.25,8.2
220668,bg,115.52,73.37,10.5
220672,bb,107.56,72.03,17.8
220673,bg,107.84,74.24,14.5
220674,bg,104.67,73.7,13.8
220688,bb,105.92,86.36,22.1
220698,rm,103.35,87.55,9.1
220704,bg,97.0,72.53,11.6
220705,bg,104.25,81.72,10.4
220706,bg,98.26,89.91,8.3
220708,bg,97.58,79.05,9.7
220709,bg,105.45,80.13,5
220710,bg,105.86,83.57,5.8
220711,bg,97.55,82.84,7.6
220712,rm,102.38,84.63,5.6
220714,bg,103.63,73.55,3.5
220716,bg,106.86,85.5,4.5
220717,rm,106.66,80.62,3.6
230001,ro,95.91,63.84,42.2
230008,rm,94.95,49.52,32.8
230040,ro,98.98,47.6,39.7
230045,ro,104.86,52.4,63
230047,ro,103.26,53.51,31.9
230048,bg,104.66,53.8,14.8
230049,rm,104.56,55.88,13.9
230054,sh,113.51,65.54,14.7
230057,ro,109.02,59.55,39.7
230059,sm,109.05,56.04,6.3
230060,sm,109.32,58.25,8.2
230068,bg,113.52,48.37,10.5
230072,bb,105.56,47.03,17.8
230073,bg,105.84,49.24,14.5
230074,bg,102.67,48.7,13.8
230088,bb,103.92,61.36,22.1
230098,rm,101.35,62.55,9.1
230104,bg,95.0,47.53,11.6
230105,bg,102.25,56.72,10.4
230106,bg,96.26,64.91,8.3
230108,bg,95.58,54.05,9.7
230109,bg,103.45,55.13,5
230110,bg,103.86,58.57,5.8
230111,bg,95.55,57.84,7.6
230112,rm,100.38,59.63,5.6
230114,bg,101.63,48.55,3.5
230116,bg,104.86,60.5,4.5
230117,rm,104.66,55.62,3.6
230201,ro,120.91,63.84,42.2
230208,rm,119.95,49.52,32.8
230240,ro,123.98,47.6,39.7
230245,ro,129.86,52.4,63
230247,ro,128.26,53.51,31.9
230248,bg,129.66,53.8,14.8
230249,rm,129.56,55.88,13.9
230254,sh,138.51,65.54,14.7
230257,ro,135.02,59.55,39.7
230259,sm,135.05,56.04,6.3
230260,sm,135.32,58.25,8.2
230268,bg,138.52,48.37,10.5
230272,bb,130.56,47.03,17.8
230273,bg,130.84,49.24,14.5
230274,bg,127.67,48.7,13.8
230288,bb,128.92,61.36,22.1
230298,rm,126.35,62.55,9.1
230304,bg,120.0,47.53,11.6
230305,bg,127.25,56.72,10.4
230306,bg,121.26,64.91,8.3
230308,bg,120.58,54.05,9.7
230309,bg,128.45,55.13,5
230310,bg,128.86,58.57,5.8
230311,bg,120.55,57.84,7.6
230312,rm,125.38,59.63,5.6
230314,bg,126.63,48.55,3.5
230316,bg,129.86,60.5,4.5
230317,rm,129.66,55.62,3.6
230401,ro,95.91,88.84,42.2
230408,rm,94.95,74.52,32.8
230440,ro,98.98,72.6,39.7
230445,ro,104.86,77.4,63
230447,ro,103.26,78.51,31.9
230448,bg,104.66,78.8,14.8
230449,rm,104.56,80.88,13.9
230454,sh,113.51,90.54,14.7
230457,ro,109.02,84.55,39.7
230459,sm,109.05,81.04,6.3
230460,sm,109.32,83.25,8.2
230468,bg,113.52,73.37,10.5
230472,bb,105.56,72.03,17.8
230773,bg,105.84,74.24,14.5
230474,bg,102.67,73.7,13.8
230488,bb,103.92,86.36,22.1
230498,rm,101.35,87.55,9.1
230504,bg,95.0,72.53,11.6
230505,bg,102.25,81.72,10.4
230506,bg,96.26,89.91,8.3
230508,bg,95.58,79.05,9.7
230509,bg,103.45,80.13,5
230510,bg,103.86,83.57,5.8
230511,bg,95.55,82.84,7.6
230512,rm,100.38,84.63,5.6
230514,bg,101.63,73.55,3.5
230516,bg,104.86,85.5,4.5
230517,rm,104.66,80.62,3.6
230601,ro,120.91,88.84,42.2
230608,rm,119.95,74.52,32.8
230640,ro,123.98,72.6,39.7
230645,ro,129.86,77.4,63
230647,ro,128.26,78.51,31.9
230648,bg,129.66,78.8,14.8
230649,rm,129.56,80.88,13.9
230654,sh,138.51,90.54,14.7
230657,ro,135.02,84.55,39.7
230659,sm,135.05,81.04,6.3
230660,sm,135.32,83.25,8.2
230668,bg,138.52,73.37,10.5
230672,bb,130.56,72.03,17.8
230673,bg,130.84,74.24,14.5
230674,bg,127.67,73.7,13.8
230688,bb,128.92,86.36,22.1
230698,rm,126.35,87.55,9.1
230704,bg,120.0,72.53,11.6
230705,bg,127.25,81.72,10.4
230706,bg,121.26,89.91,8.3
230708,bg,120.58,79.05,9.7
230709,bg,128.45,80.13,5
230710,bg,128.86,83.57,5.8
230711,bg,120.55,82.84,7.6
230712,rm,125.38,84.63,5.6
230714,bg,126.63,73.55,3.5
230716,bg,129.86,85.5,4.5
230717,rm,129.66,80.62,3.6
240001,ro,118.91,63.84,42.2
240008,rm,117.95,49.52,32.8
240040,ro,121.98,47.6,39.7
240045,ro,127.86,52.4,63
240047,ro,126.26,53.51,31.9
240048,bg,127.66,53.8,14.8
240049,rm,127.56,55.88,13.9
240054,sh,136.51,65.54,14.7
240057,ro,132.02,59.55,39.7
240059,sm,132.05,56.04,6.3
240060,sm,132.32,58.25,8.2
240068,bg,136.52,48.37,10.5
240072,bb,128.56,47.03,17.8
240073,bg,128.84,49.24,14.5
240074,bg,125.67,48.7,13.8
240088,bb,126.92,61.36,22.1
240098,rm,124.35,62.55,9.1
240104,bg,118.0,47.53,11.6
240105,bg,125.25,56.72,10.4
240106,bg,119.26,64.91,8.3
240108,bg,118.58,54.05,9.7
240109,bg,126.45,55.13,5
240110,bg,126.86,58.57,5.8
240111,bg,118.55,57.84,7.6
240112,rm,123.38,59.63,5.6
240114,bg,124.63,48.55,3.5
240116,bg,127.86,60.5,4.5
240117,rm,127.66,55.62,3.6
240201,ro,143.91,63.84,42.2
240208,rm,142.95,49.52,32.8
240240,ro,146.98,47.6,39.7
240245,ro,152.86,52.4,63
240247,ro,151.26,53.51,31.9
240248,bg,152.66,53.8,14.8
240249,rm,152.56,55.88,13.9
240254,sh,161.51,65.54,14.7
240257,ro,158.02,59.55,39.7
240259,sm,158.05,56.04,6.3
240260,sm,158.32,58.25,8.2
240268,bg,161.52,48.37,10.5
240272,bb,153.56,47.03,17.8
240273,bg,153.84,49.24,14.5
240274,bg,150.67,48.7,13.8
240288,bb,151.92,61.36,22.1
240298,rm,149.35,62.55,9.1
240304,bg,143.0,47.53,11.6
240305,bg,150.25,56.72,10.4
240306,bg,144.26,64.91,8.3
240308,bg,143.58,54.05,9.7
240309,bg,151.45,55.13,5
240310,bg,151.86,58.57,5.8
240311,bg,143.55,57.84,7.6
240312,rm,148.38,59.63,5.6
240314,bg,149.63,48.55,3.5
240316,bg,152.86,60.5,4.5
240317,rm,152.66,55.62,3.6
240401,ro,118.91,88.84,42.2
240408,rm,117.95,74.52,32.8
240440,ro,121.98,72.6,39.7
240445,ro,127.86,77.4,63
240447,ro,126.26,78.51,31.9
240448,bg,127.66,78.8,14.8
240449,rm,127.56,80.88,13.9
240454,sh,136.51,90.54,14.7
240457,ro,132.02,84.55,39.7
240459,sm,132.05,81.04,6.3
240460,sm,132.32,83.25,8.2
240468,bg,136.52,73.37,10.5
240472,bb,128.56,72.03,17.8
240773,bg,128.84,74.24,14.5
240474,bg,125.67,73.7,13.8
240488,bb,126.92,86.36,22.1
240498,rm,124.35,87.55,9.1
240504,bg,118.0,72.53,11.6
240505,bg,125.25,81.72,10.4
240506,bg,119.26,89.91,8.3
240508,bg,118.58,79.05,9.7
240509,bg,126.45,80.13,5
240510,bg,126.86,83.57,5.8
240511,bg,118.55,82.84,7.6
240512,rm,123.38,84.63,5.6
240514,bg,124.63,73.55,3.5
240516,bg,127.86,85.5,4.5
240517,rm,127.66,80.62,3.6
240601,ro,143.91,88.84,42.2
240608,rm,142.95,74.52,32.8
240640,ro,146.98,72.6,39.7
240645,ro,152.86,77.4,63
240647,ro,151.26,78.51,31.9
240648,bg,152.66,78.8,14.8
240649,rm,152.56,80.88,13.9
240654,sh,161.51,90.54,14.7
240657,ro,158.02,84.55,39.7
240659,sm,158.05,81.04,6.3
240660,sm,158.32,83.25,8.2
240668,bg,161.52,73.37,10.5
240672,bb,153.56,72.03,17.8
240673,bg,153.84,74.24,14.5
240674,bg,150.67,73.7,13.8
240688,bb,151.92,86.36,22.1
240698,rm,149.35,87.55,9.1
240704,bg,143.0,72.53,11.6
240705,bg,150.25,81.72,10.4
240706,bg,144.26,89.91,8.3
240708,bg,143.58,79.05,9.7
240709,bg,151.45,80.13,5
240710,bg,151.86,83.57,5.8
240711,bg,143.55,82.84,7.6
240712,rm,148.38,84.63,5.6
240714,bg,149.63,73.55,3.5
240716,bg,152.86,85.5,4.5
240717,rm,152.66,80.62,3.6
250001,ro,141.91,63.84,42.2
250008,rm,140.95,49.52,32.8
250040,ro,144.98,47.6,39.7
250045,ro,150.86,52.4,63
250047,ro,149.26,53.51,31.9
250048,bg,150.66,53.8,14.8
250049,rm,150.56,55.88,13.9
250054,sh,159.51,65.54,14.7
250057,ro,155.02,59.55,39.7
250059,sm,155.05,56.04,6.3
250060,sm,155.32,58.25,8.2
250068,bg,159.52,48.37,10.5
250072,bb,151.56,47.03,17.8
250073,bg,151.84,49.24,14.5
250074,bg,148.67,48.7,13.8
250088,bb,149.92,61.36,22.1
250098,rm,147.35,62.55,9.1
250104,bg,141.0,47.53,11.6
250105,bg,148.25,56.72,10.4
250106,bg,142.26,64.91,8.3
250108,bg,141.58,54.05,9.7
250109,bg,149.45,55.13,5
250110,bg,149.86,58.57,5.8
250111,bg,141.55,57.84,7.6
250112,rm,146.38,59.63,5.6
250114,bg,147.63,48.55,3.5
250116,bg,150.86,60.5,4.5
250117,rm,150.66,55.62,3.6
250201,ro,166.91,63.84,42.2
250208,rm,165.95,49.52,32.8
250240,ro,169.98,47.6,39.7
250245,ro,175.86,52.4,63
250247,ro,174.26,53.51,31.9
250248,bg,175.66,53.8,14.8
250249,rm,175.56,55.88,13.9
250254,sh,184.51,65.54,14.7
250257,ro,181.02,59.55,39.7
250259,sm,181.05,56.04,6.3
250260,sm,181.32,58.25,8.2
250268,bg,184.52,48.37,10.5
250272,bb,176.56,47.03,17.8
250273,bg,176.84,49.24,14.5
250274,bg,173.67,48.7,13.8
250288,bb,174.92,61.36,22.1
250298,rm,172.35,62.55,9.1
250304,bg,166.0,47.53,11.6
250305,bg,173.25,56.72,10.4
250306,bg,167.26,64.91,8.3
250308,bg,166.58,54.05,9.7
250309,bg,174.45,55.13,5
250310,bg,174.86,58.57,5.8
250311,bg,166.55,57.84,7.6
250312,rm,171.38,59.63,5.6
250314,bg,172.63,48.55,3.5
250316,bg,175.86,60.5,4.5
250317,rm,175.66,55.62,3.6
250401,ro,141.91,88.84,42.2
250408,rm,140.95,74.52,32.8
250440,ro,144.98,72.6,39.7
250445,ro,150.86,77.4,63
250447,ro,149.26,78.51,31.9
250448,bg,150.66,78.8,14.8
250449,rm,150.56,80.88,13.9
250454,sh,159.51,90.54,14.7
250457,ro,155.02,84.55,39.7
250459,sm,155.05,81.04,6.3
250460,sm,155.32,83.25,8.2
250468,bg,159.52,73.37,10.5
250472,bb,151.56,72.03,17.8
250773,bg,151.84,74.24,14.5
250474,bg,148.67,73.7,13.8
250488,bb,149.92,86.36,22.1
250498,rm,147.35,87.55,9.1
250504,bg,141.0,72.53,11.6
250505,bg,148.25,81.72,10.4
250506,bg,142.26,89.91,8.3
250508,bg,141.58,79.05,9.7
250509,bg,149.45,80.13,5
250510,bg,149.86,83.57,5.8
250511,bg,141.55,82.84,7.6
250512,rm,146.38,84.63,5.6
250514,bg,147.63,73.55,3.5
250516,bg,150.86,85.5,4.5
250517,rm,150.66,80.62,3.6
250601,ro,166.91,88.84,42.2
250608,rm,165.95,74.52,32.8
250640,ro,169.98,72.6,39.7
250645,ro,175.86,77.4,63
250647,ro,174.26,78.51,31.9
250648,bg,175.66,78.8,14.8
250649,rm,175.56,80.88,13.9
250654,sh,184.51,90.54,14.7
250657,ro,181.02,84.55,39.7
250659,sm,181.05,81.04,6.3
250660,sm,181.32,83.25,8.2
250668,bg,184.52,73.37,10.5
250672,bb,176.56,72.03,17.8
250673,bg,176.84,74.24,14.5
250674,bg,173.67,73.7,13.8
250688,bb,174.92,86.36,22.1
250698,rm,172.35,87.55,9.1
250704,bg,166.0,72.53,11.6
250705,bg,173.25,81.72,10.4
250706,bg,167.26,89.91,8.3
250708,bg,166.58,79.05,9.7
250709,bg,174.45,80.13,5
250710,bg,174.86,83.57,5.8
250711,bg,166.55,82.84,7.6
250712,rm,171.38,84.63,5.6
250714,bg,172.63,73.55,3.5
250716,bg,175.86,85.5,4.5
250717,rm,175.66,80.62,3.6
260001,ro,164.91,63.84,42.2
260008,rm,163.95,49.52,32.8
260040,ro,167.98,47.6,39.7
260045,ro,173.86,52.4,63
260047,ro,172.26,53.51,31.9
260048,bg,173.66,53.8,14.8
260049,rm,173.56,55.88,13.9
260054,sh,182.51,65.54,14.7
260057,ro,178.02,59.55,39.7
260059,sm,178.05,56.04,6.3
260060,sm,178.32,58.25,8.2
260068,bg,182.52,48.37,10.5
260072,bb,174.56,47.03,17.8
260073,bg,174.84,49.24,14.5
260074,bg,171.67,48.7,13.8
260088,bb,172.92,61.36,22.1
260098,rm,170.35,62.55,9.1
260104,bg,164.0,47.53,11.6
260105,bg,171.25,56.72,10.4
260106,bg,165.26,64.91,8.3
260108,bg,164.58,54.05,9.7
260109,bg,172.45,55.13,5
260110,bg,172.86,58.57,5.8
260111,bg,164.55,57.84,7.6
260112,rm,169.38,59.63,5.6
260114,bg,170.63,48.55,3.5
260116,bg,173.86,60.5,4.5
260117,rm,173.66,55.62,3.6
260201,ro,189.91,63.84,42.2
260208,rm,188.95,49.52,32.8
260240,ro,192.98,47.6,39.7
260245,ro,198.86,52.4,63
260247,ro,197.26,53.51,31.9
260248,bg,198.66,53.8,14.8
260249,rm,198.56,55.88,13.9
260254,sh,207.51,65.54,14.7
260257,ro,204.02,59.55,39.7
260259,sm,204.05,56.04,6.3
260260,sm,204.32,58.25,8.2
260268,bg,207.52,48.37,10.5
260272,bb,199.56,47.03,17.8
260273,bg,199.84,49.24,14.5
260274,bg,196.67,48.7,13.8
260288,bb,197.92,61.36,22.1
260298,rm,195.35,62.55,9.1
260304,bg,189.0,47.53,11.6
260305,bg,196.25,56.72,10.4
260306,bg,190.26,64.91,8.3
260308,bg,189.58,54.05,9.7
260309,bg,197.45,55.13,5
260310,bg,197.86,58.57,5.8
260311,bg,189.55,57.84,7.6
260312,rm,194.38,59.63,5.6
260314,bg,195.63,48.55,3.5
260316,bg,198.86,60.5,4.5
260317,rm,198.66,55.62,3.6
260401,ro,164.91,88.84,42.2
260408,rm,163.95,74.52,32.8
260440,ro,167.98,72.6,39.7
260445,ro,173.86,77.4,63
260447,ro,172.26,78.51,31.9
260448,bg,173.66,78.8,14.8
260449,rm,173.56,80.88,13.9
260454,sh,182.51,90.54,14.7
260457,ro,178.02,84.55,39.7
260459,sm,178.05,81.04,6.3
260460,sm,178.32,83.25,8.2
260468,bg,182.52,73.37,10.5
260472,bb,174.56,72.03,17.8
260773,bg,174.84,74.24,14.5
260474,bg,171.67,73.7,13.8
260488,bb,172.92,86.36,22.1
260498,rm,170.35,87.55,9.1
260504,bg,164.0,72.53,11.6
260505,bg,171.25,81.72,10.4
260506,bg,165.26,89.91,8.3
260508,bg,164.58,79.05,9.7
260509,bg,172.45,80.13,5
260510,bg,172.86,83.57,5.8
260511,bg,164.55,82.84,7.6
260512,rm,169.38,84.63,5.6
260514,bg,170.63,73.55,3.5
260516,bg,173.86,85.5,4.5
260517,rm,173.66,80.62,3.6
260601,ro,189.91,88.84,42.2
260608,rm,188.95,74.52,32.8
260640,ro,192.98,72.6,39.7
260645,ro,198.86,77.4,63
260647,ro,197.26,78.51,31.9
260648,bg,198.66,78.8,14.8
260649,rm,198.56,80.88,13.9
260654,sh,207.51,90.54,14.7
260657,ro,204.02,84.55,39.7
260659,sm,204.05,81.04,6.3
260660,sm,204.32,83.25,8.2
260668,bg,207.52,73.37,10.5
260672,bb,199.56,72.03,17.8
260673,bg,199.84,74.24,14.5
260674,bg,196.67,73.7,13.8
260688,bb,197.92,86.36,22.1
260698,rm,195.35,87.55,9.1
260704,bg,189.0,72.53,11.6
260705,bg,196.25,81.72,10.4
260706,bg,190.26,89.91,8.3
260708,bg,189.58,79.05,9.7
260709,bg,197.45,80.13,5
260710,bg,197.86,83.57,5.8
260711,bg,189.55,82.84,7.6
260712,rm,194.38,84.63,5.6
260714,bg,195.63,73.55,3.5
260716,bg,198.86,85.5,4.5
260717,rm,198.66,80.62,3.6
270001,ro,187.91,63.84,42.2
270008,rm,186.95,49.52,32.8
270040,ro,190.98,47.6,39.7
270045,ro,196.86,52.4,63
270047,ro,195.26,53.51,31.9
270048,bg,196.66,53.8,14.8
270049,rm,196.56,55.88,13.9
270054,sh,205.51,65.54,14.7
270057,ro,201.02,59.55,39.7
270059,sm,201.05,56.04,6.3
270060,sm,201.32,58.25,8.2
270068,bg,205.52,48.37,10.5
270072,bb,197.56,47.03,17.8
270073,bg,197.84,49.24,14.5
270074,bg,194.67,48.7,13.8
270088,bb,195.92,61.36,22.1
270098,rm,193.35,62.55,9.1
270104,bg,187.0,47.53,11.6
270105,bg,194.25,56.72,10.4
270106,bg,188.26,64.91,8.3
270108,bg,187.58,54.05,9.7
270109,bg,195.45,55.13,5
270110,bg,195.86,58.57,5.8
270111,bg,187.55,57.84,7.6
270112,rm,192.38,59.63,5.6
270114,bg,193.63,48.55,3.5
270116,bg,196.86,60.5,4.5
270117,rm,196.66,55.62,3.6
270201,ro,212.91,63.84,42.2
270208,rm,211.95,49.52,32.8
270240,ro,215.98,47.6,39.7
270245,ro,221.86,52.4,63
270247,ro,220.26,53.51,31.9
270248,bg,221.66,53.8,14.8
270249,rm,221.56,55.88,13.9
270254,sh,230.51,65.54,14.7
270257,ro,227.02,59.55,39.7
270259,sm,227.05,56.04,6.3
270260,sm,227.32,58.25,8.2
270268,bg,230.52,48.37,10.5
270272,bb,222.56,47.03,17.8
270273,bg,222.84,49.24,14.5
270274,bg,219.67,48.7,13.8
270288,bb,220.92,61.36,22.1
270298,rm,218.35,62.55,9.1
270304,bg,212.0,47.53,11.6
270305,bg,219.25,56.72,10.4
270306,bg,213.26,64.91,8.3
270308,bg,212.58,54.05,9.7
270309,bg,220.45,55.13,5
270310,bg,220.86,58.57,5.8
270311,bg,212.55,57.84,7.6
270312,rm,217.38,59.63,5.6
270314,bg,218.63,48.55,3.5
270316,bg,221.86,60.5,4.5
270317,rm,221.66,55.62,3.6
270401,ro,187.91,88.84,42.2
270408,rm,186.95,74.52,32.8
270440,ro,190.98,72.6,39.7
270445,ro,196.86,77.4,63
270447,ro,195.26,78.51,31.9
270448,bg,196.66,78.8,14.8
270449,rm,196.56,80.88,13.9
270454,sh,205.51,90.54,14.7
270457,ro,201.02,84.55,39.7
270459,sm,201.05,81.04,6.3
270460,sm,201.32,83.25,8.2
270468,bg,205.52,73.37,10.5
270472,bb,197.56,72.03,17.8
270773,bg,197.84,74.24,14.5
270474,bg,194.67,73.7,13.8
270488,bb,195.92,86.36,22.1
270498,rm,193.35,87.55,9.1
270504,bg,187.0,72.53,11.6
270505,bg,194.25,81.72,10.4
270506,bg,188.26,89.91,8.3
270508,bg,187.58,79.05,9.7
270509,bg,195.45,80.13,5
270510,bg,195.86,83.57,5.8
270511,bg,187.55,82.84,7.6
270512,rm,192.38,84.63,5.6
270514,bg,193.63,73.55,3.5
270516,bg,196.86,85.5,4.5
270517,rm,196.66,80.62,3.6
270601,ro,212.91,88.84,42.2
270608,rm,211.95,74.52,32.8
270640,ro,215.98,72.6,39.7
270645,ro,221.86,77.4,63
270647,ro,220.26,78.51,31.9
270648,bg,221.66,78.8,14.8
270649,rm,221.56,80.88,13.9
270654,sh,230.51,90.54,14.7
270657,ro,227.02,84.55,39.7
270659,sm,227.05,81.04,6.3
270660,sm,227.32,83.25,8.2
270668,bg,230.52,73.37,10.5
270672,bb,222.56,72.03,17.8
270673,bg,222.84,74.24,14.5
270674,bg,219.67,73.7,13.8
270688,bb,220.92,86.36,22.1
270698,rm,218.35,87.55,9.1
270704,bg,212.0,72.53,11.6
270705,bg,219.25,81.72,10.4
270706,bg,213.26,89.91,8.3
270708,bg,212.58,79.05,9.7
270709,bg,220.45,80.13,5
270710,bg,220.86,83.57,5.8
270711,bg,212.55,82.84,7.6
270712,rm,217.38,84.63,5.6
270714,bg,218.63,73.55,3.5
270716,bg,221.86,85.5,4.5
270717,rm,221.66,80.62,3.6
280001,ro,3.91,86.84,42.2
280008,rm,2.95,72.52,32.8
280040,ro,6.98,70.6,39.7
280045,ro,12.86,75.4,63
280047,ro,11.26,76.51,31.9
280048,bg,12.66,76.8,14.8
280049,rm,12.56,78.88,13.9
280054,sh,21.51,88.54,14.7
280057,ro,17.02,82.55,39.7
280059,sm,17.05,79.04,6.3
280060,sm,17.32,81.25,8.2
280068,bg,21.52,71.37,10.5
280072,bb,13.56,70.03,17.8
280073,bg,13.84,72.24,14.5
280074,bg,10.67,71.7,13.8
280088,bb,11.92,84.36,22.1
280098,rm,9.35,85.55,9.1
280104,bg,3.0,70.53,11.6
280105,bg,10.25,79.72,10.4
280106,bg,4.26,87.91,8.3
280108,bg,3.58,77.05,9.7
280109,bg,11.45,78.13,5
280110,bg,11.86,81.57,5.8
280111,bg,3.55,80.84,7.6
280112,rm,8.38,82.63,5.6
280114,bg,9.63,71.55,3.5
280116,bg,12.86,83.5,4.5
280117,rm,12.66,78.62,3.6
280201,ro,28.91,86.84,42.2
280208,rm,27.95,72.52,32.8
280240,ro,31.98,70.6,39.7
280245,ro,37.86,75.4,63
280247,ro,36.26,76.51,31.9
280248,bg,37.66,76.8,14.8
280249,rm,37.56,78.88,13.9
280254,sh,46.51,88.54,14.7
280257,ro,43.02,82.55,39.7
280259,sm,43.05,79.04,6.3
280260,sm,43.32,81.25,8.2
280268,bg,46.52,71.37,10.5
280272,bb,38.56,70.03,17.8
280273,bg,38.84,72.24,14.5
280274,bg,35.67,71.7,13.8
280288,bb,36.92,84.36,22.1
280298,rm,34.35,85.55,9.1
280304,bg,28.0,70.53,11.6
280305,bg,35.25,79.72,10.4
280306,bg,29.26,87.91,8.3
280308,bg,28.58,77.05,9.7
280309,bg,36.45,78.13,5
280310,bg,36.86,81.57,5.8
280311,bg,28.55,80.84,7.6
280312,rm,33.38,82.63,5.6
280314,bg,34.63,71.55,3.5
280316,bg,37.86,83.5,4.5
280317,rm,37.66,78.62,3.6
280401,ro,3.91,111.84,42.2
280408,rm,2.95,97.52,32.8
280440,ro,6.98,95.6,39.7
280445,ro,12.86,100.4,63
280447,ro,11.26,101.51,31.9
280448,bg,12.66,101.8,14.8
280449,rm,12.56,103.88,13.9
280454,sh,21.51,113.54,14.7
280457,ro,17.02,107.55,39.7
280459,sm,17.05,104.04,6.3
280460,sm,17.32,106.25,8.2
280468,bg,21.52,96.37,10.5
280472,bb,13.56,95.03,17.8
280773,bg,13.84,97.24,14.5
280474,bg,10.67,96.7,13.8
280488,bb,11.92,109.36,22.1
280498,rm,9.35,110.55,9.1
280504,bg,3.0,95.53,11.6
280505,bg,10.25,104.72,10.4
280506,bg,4.26,112.91,8.3
280508,bg,3.58,102.05,9.7
280509,bg,11.45,103.13,5
280510,bg,11.86,106.57,5.8
280511,bg,3.55,105.84,7.6
280512,rm,8.38,107.63,5.6
280514,bg,9.63,96.55,3.5
280516,bg,12.86,108.5,4.5
280517,rm,12.66,103.62,3.6
280601,ro,28.91,111.84,42.2
280608,rm,27.95,97.52,32.8
280640,ro,31.98,95.6,39.7
280645,ro,37.86,100.4,63
280647,ro,36.26,101.51,31.9
280648,bg,37.66,101.8,14.8
280649,rm,37.56,103.88,13.9
280654,sh,46.51,113.54,14.7
280657,ro,43.02,107.55,39.7
280659,sm,43.05,104.04,6.3
280660,sm,43.32,106.25,8.2
280668,bg,46.52,96.37,10.5
280672,bb,38.56,95.03,17.8
280673,bg,38.84,97.24,14.5
280674,bg,35.67,96.7,13.8
280688,bb,36.92,109.36,22.1
280698,rm,34.35,110.55,9.1
280704,bg,28.0,95.53,11.6
280705,bg,35.25,104.72,10.4
280706,bg,29.26,112.91,8.3
280708,bg,28.58,102.05,9.7
280709,bg,36.45,103.13,5
280710,bg,36.86,106.57,5.8
280711,bg,28.55,105.84,7.6
280712,rm,33.38,107.63,5.6
280714,bg,34.63,96.55,3.5
280716,bg,37.86,108.5,4.5
280717,rm,37.66,103.62,3.6
290001,ro,26.91,86.84,42.2
290008,rm,25.95,72.52,32.8
290040,ro,29.98,70.6,39.7
290045,ro,35.86,75.4,63
290047,ro,34.26,76.51,31.9
290048,bg,35.66,76.8,14.8
290049,rm,35.56,78.88,13.9
290054,sh,44.51,88.54,14.7
290057,ro,40.02,82.55,39.7
290059,sm,40.05,79.04,6.3
290060,sm,40.32,81.25,8.2
290068,bg,44.52,71.37,10.5
290072,bb,36.56,70.03,17.8
290073,bg,36.84,72.24,14.5
290074,bg,33.67,71.7,13.8
290088,bb,34.92,84.36,22.1
290098,rm,32.35,85.55,9.1
290104,bg,26.0,70.53,11.6
290105,bg,33.25,79.72,10.4
290106,bg,27.26,87.91,8.3
290108,bg,26.58,77.05,9.7
290109,bg,34.45,78.13,5
290110,bg,34.86,81.57,5.8
290111,bg,26.55,80.84,7.6
290112,rm,31.38,82.63,5.6
290114,bg,32.63,71.55,3.5
290116,bg,35.86,83.5,4.5
290117,rm,35.66,78.62,3.6
290201,ro,51.91,86.84,42.2
290208,rm,50.95,72.52,32.8
290240,ro,54.98,70.6,39.7
290245,ro,60.86,75.4,63
290247,ro,59.26,76.51,31.9
290248,bg,60.66,76.8,14.8
290249,rm,60.56,78.88,13.9
290254,sh,69.51,88.54,14.7
290257,ro,66.02,82.55,39.7
290259,sm,66.05,79.04,6.3
290260,sm,66.32,81.25,8.2
290268,bg,69.52,71.37,10.5
290272,bb,61.56,70.03,17.8
290273,bg,61.84,72.24,14.5
290274,bg,58.67,71.7,13.8
290288,bb,59.92,84.36,22.1
290298,rm,57.35,85.55,9.1
290304,bg,51.0,70.53,11.6
290305,bg,58.25,79.72,10.4
290306,bg,52.26,87.91,8.3
290308,bg,51.58,77.05,9.7
290309,bg,59.45,78.13,5
290310,bg,59.86,81.57,5.8
290311,bg,51.55,80.84,7.6
290312,rm,56.38,82.63,5.6
290314,bg,57.63,71.55,3.5
290316,bg,60.86,83.5,4.5
290317,rm,60.66,78.62,3.6
290401,ro,26.91,111.84,42.2
290408,rm,25.95,97.52,32.8
290440,ro,29.98,95.6,39.7
